order_item_id,order_id,product_id,quantity,unit_price,discount_percent,total_sales,profit
I001983,ORD-11286,P00026,2.0,9.45,15.0,16.06,-1.76
I001984,ORD-11409,P00002,1.0,83.9,15.0,71.31,14.04
I001985,ORD-11612,P00027,4.0,30.28,0.0,121.12,43.67
I001986,ORD-10577,P00001,1.0,101.37,15.0,86.16,17.23
I001987,ORD-11570,P00012,5.0,88.14,10.0,396.63,160.9
I001988,ORD-10592,P00013,1.0,23.01,5.0,21.86,4.66
I001989,ORD-10419,P00036,1.0,48.39,15.0,41.13,5.62
I001990,ORD-10766,P00014,1.0,77.11,5.0,73.25,22.54
I001991,ORD-10372,P00010,7.0,61.68,10.0,388.58,148.24
I001992,ORD-10675,P00009,2.0,84.14,20.0,134.62,18.66
I001993,ORD-10188,P00037,5.0,204.17,5.0,969.81,338.84
I001994,ORD-11353,P00024,1.0,15.08,10.0,13.57,-4.29
I001995,ORD-11814,P00040,1.0,177.9,10.0,160.11,43.14
I001996,ORD-10823,P00009,5.0,104.73,0.0,523.65,190.36
I001997,ORD-10896,P00028,11.0,59.27,5.0,619.37,272.44
I001998,ORD-11148,P00004,6.0,31.79,15.0,162.13,42.03
I001999,ORD-11519,P00031,5.0,9.5,5.0,45.12,7.12
I002000,ORD-11701,P00031,11.0,28.27,0.0,310.97,119.26
